0,0.711900895
-0.693147181,0.228964429
-1.098612289,0.106159882
-1.386294361,0.061134148
-1.609437912,0.039182117
-1.791759469,0.027429504
-1.945910149,0.020016166
-2.079441542,0.015620801
-2.197224577,0.013313728
-2.302585093,0.010416287
-2.397895273,0.008149505
-2.48490665,0.006909865
-2.564949357,0.006057944
-2.63905733,0.00510295
-2.708050201,0.004380637
-2.772588722,0.003831452
-2.833213344,0.003430221
-2.890371758,0.003070628
-2.944438979,0.002865326
-2.995732274,0.002500231
-3.044522438,0.002252042
-3.091042453,0.002037622
-3.135494216,0.001883441
-3.17805383,0.001724576
0,0.721273116
-0.405465108,0.378454482
-0.693147181,0.237717604
-0.916290732,0.150506418
-1.098612289,0.107144424
-1.252762968,0.079751665
-1.386294361,0.060460341
-1.504077397,0.048588746
-1.609437912,0.038798417
-1.704748092,0.03337318
-1.791759469,0.027162149
-1.871802177,0.023307392
-1.945910149,0.019939934
-2.014903021,0.017677329
-2.079441542,0.015476949
-2.140066163,0.013665923
-2.197224577,0.012231503
-2.251291799,0.01088419
-2.302585093,0.009862977
-2.351375257,0.009017844
-2.397895273,0.008139317
-2.442347035,0.007445849
-2.48490665,0.006955849
1.098612289,1.171036338
0.405465108,1.117770075
0,0.71177214
-0.287682072,0.460178855
-0.510825624,0.322689119
-0.693147181,0.229076643
-0.84729786,0.168558702
-0.980829253,0.135489272
-1.098612289,0.107925928
-1.203972804,0.088273344
-1.299282984,0.071700564
-1.386294361,0.06056133
-1.466337069,0.051647531
-1.540445041,0.044620809
-1.609437912,0.039412786
-1.673976434,0.033939171
-1.734601055,0.030255287
-1.791759469,0.027635066
-1.84582669,0.024346812
-1.897119985,0.022250786
-1.945910149,0.020110216
-1.992430165,0.018224647
-2.036881927,0.017013168
-2.079441542,0.015266944
1.386294361,1.080009041
0.693147181,1.2822169
0.287682072,1.028552634
0,0.716785966
-0.223143551,0.515046085
-0.405465108,0.374126938
-0.559615788,0.284922942
-0.693147181,0.228609391
-0.810930216,0.181377245
-0.916290732,0.15068868
-1.011600912,0.125939557
-1.098612289,0.106700446
-1.178654996,0.092122861
-1.252762968,0.078142676
-1.32175584,0.068686067
-1.386294361,0.06028255
-1.446918983,0.053478899
-1.504077397,0.048387336
-1.558144618,0.043140608
-1.609437912,0.03987906
-1.658228077,0.038602311
-1.704748092,0.033010088
-1.749199855,0.02952406
-1.791759469,0.02686411
1.609437912,1.046587006
0.916290732,1.239214748
0.510825624,1.211396244
0.223143551,0.940143387
0,0.711016542
-0.182321557,0.562129827
-0.336472237,0.428781892
-0.470003629,0.340585733
-0.587786665,0.278066688
-0.693147181,0.22789294
-0.78845736,0.187609361
-0.875468737,0.163399353
-0.955511445,0.14281517
-1.029619417,0.119638704
-1.098612289,0.105149293
-1.16315081,0.100093521
-1.223775432,0.083144924
-1.280933845,0.075432655
-1.335001067,0.068080106
-1.386294361,0.061502273
-1.435084525,0.055599196
-1.481604541,0.052403666
-1.526056303,0.046100005
-1.568615918,0.042623432
1.791759469,1.03068318
1.098612289,1.187513169
0.693147181,1.274341108
0.405465108,1.104361518
0.182321557,0.895945554
0,0.723891915
-0.15415068,0.5929179
-0.287682072,0.461172689
-0.405465108,0.397710807
-0.510825624,0.314385687
-0.606135804,0.268542559
-0.693147181,0.232888686
-0.773189888,0.195589977
-0.84729786,0.179569165
-0.916290732,0.154345827
-0.980829253,0.133693035
-1.041453875,0.118893118
-1.15267951,0.10012528
-1.203972804,0.08804376
-1.252762968,0.078821533
-1.299282984,0.07286973
-1.343734747,0.065747572
-1.386294361,0.061143137
1.945910149,1.021958216
1.252762968,1.119000555
0.84729786,1.274637801
0.559615788,1.257839095
0.336472237,1.073223028
0.15415068,0.879505124
0,0.723705909
-0.133531393,0.599000542
-0.251314428,0.493394675
-0.356674944,0.41138359
-0.451985124,0.355216974
-0.538996501,0.305659203
-0.619039208,0.258831321
-0.693147181,0.241139557
-0.762140052,0.197307373
-0.826678573,0.181995856
-0.887303195,0.164293477
-0.944461609,0.140581732
-0.99852883,0.12644038
-1.049822124,0.117301731
-1.098612289,0.106129932
-1.145132304,0.097630009
-1.189584067,0.08803082
-1.232143681,0.082854136
2.079441542,1.016565859
1.386294361,1.082882768
0.980829253,1.233529311
0.693147181,1.262136103
0.470003629,1.179432939
0.287682072,1.028784375
0.133531393,0.86057466
0,0.726755456
-0.117783036,0.611547814
-0.223143551,0.527089348
-0.318453731,0.447544261
-0.405465108,0.383296901
-0.485507816,0.329119344
-0.559615788,0.289639466
-0.628608659,0.256640143
-0.693147181,0.231127785
-0.753771802,0.204578078
-0.810930216,0.182489733
-0.864997437,0.16765968
-0.916290732,0.149609748
-0.965080896,0.138810203
-1.011600912,0.123267834
-1.056052674,0.114612298
-1.098612289,0.105703834
2.197224577,1.013071275
1.504077397,1.059398542
1.098612289,1.177877216
0.810930216,1.260708315
0.587786665,1.242290742
0.405465108,1.14508807
0.251314428,0.987862421
0.117783036,0.864744178
0,0.710317582
-0.105360516,0.608367042
-0.200670695,0.53258866
-0.287682072,0.458270049
-0.36772478,0.403939005
-0.441832752,0.354658175
-0.510825624,0.316081106
-0.575364145,0.287636312
-0.635988767,0.257873399
-0.693147181,0.227656492
-0.747214402,0.204660098
-0.798507696,0.19902006
-0.84729786,0.171709283
-0.893817876,0.156675044
-0.938269639,0.143048998
-0.980829253,0.137668602
2.302585093,1.010291544
1.609437912,1.046611522
1.203972804,1.132963026
0.916290732,1.251575275
0.693147181,1.275691237
0.510825624,1.198979367
0.356674944,1.076885495
0.223143551,0.982715764
0.105360516,0.820607442
0,0.728459401
-0.09531018,0.638821391
-0.182321557,0.547215842
-0.262364264,0.481369094
-0.336472237,0.42721135
-0.405465108,0.386845465
-0.470003629,0.337382336
-0.530628251,0.310927024
-0.587786665,0.274470922
-0.641853886,0.251195165
-0.693147181,0.22749732
-0.741937345,0.218916471
-0.78845736,0.195582277
-0.832909123,0.175043913
-0.875468737,0.162358307
2.397895273,1.00836838
1.704748092,1.036641628
1.299282984,1.101612831
1.011600912,1.248650197
0.78845736,1.26902888
0.606135804,1.253332269
0.318453731,1.062867838
0.200670695,0.934450748
0.09531018,0.815804055
0,0.734422355
-0.087011377,0.652169052
-0.167054085,0.560426786
-0.241162057,0.496769551
-0.310154928,0.450585987
-0.374693449,0.402806245
-0.435318071,0.36304937
-0.492476485,0.329331692
-0.546543706,0.29441871
-0.597837001,0.270461205
-0.646627165,0.246876175
-0.693147181,0.230523239
-0.737598943,0.209570119
-0.780158558,0.197240482
2.48490665,1.006887518
1.791759469,1.030840223
1.386294361,1.083451719
1.098612289,1.183294371
0.875468737,1.2595695
